Id,LotArea,Street,Utilities,LotConfig,Neighborhood,HouseStyle,YearBuilt,RoofStyle,GrLivArea,SaleType,SaleCondition,SalePrice
1220,1680,Pave,AllPub,Inside,BrDale,2Story,1971,Gable,1218,WD,Abnorml,91500
1224,10680,Pave,AllPub,Inside,NAmes,1Story,1951,Hip,2136,WD,Normal,137900
1225,15384,Pave,AllPub,Inside,Gilbert,2Story,2004,Gable,1490,WD,Normal,184000
1226,10482,Pave,AllPub,Inside,NAmes,SLvl,1958,Hip,1138,WD,Normal,145000
1227,14598,Pave,AllPub,CulDSac,Somerst,2Story,2007,Gable,1933,WD,Normal,214000
1228,8872,Pave,AllPub,Corner,NAmes,1Story,1965,Gable,912,WD,Normal,147000
1229,8769,Pave,AllPub,Corner,NridgHt,1Story,2008,Hip,1702,New,Partial,367294
1230,7910,Pave,AllPub,Inside,NAmes,SLvl,1960,Hip,1507,WD,Normal,127000
1231,18890,Pave,AllPub,Inside,Sawyer,1.5Fin,1977,Shed,2620,WD,Normal,190000
1233,9842,Pave,AllPub,FR2,NAmes,1Story,1962,Gable,1224,WD,Normal,101800
1234,12160,Pave,AllPub,Inside,NAmes,1Story,1959,Hip,1188,COD,Abnorml,142000
1235,8525,Pave,AllPub,Inside,SWISU,2Story,1911,Gable,1964,WD,Abnorml,130000
1236,13132,Pave,AllPub,Inside,Crawfor,2Story,1914,Gable,1784,WD,Normal,138887
1237,2628,Pave,AllPub,Inside,NridgHt,2Story,2003,Gable,1626,WD,Normal,175500
1240,9037,Pave,AllPub,Inside,Timber,1Story,2006,Hip,1484,WD,Normal,265900
1242,9849,Pave,AllPub,Inside,Somerst,1Story,2007,Hip,1689,New,Partial,248328
1246,12090,Pave,AllPub,Inside,NWAmes,SLvl,1984,Hip,1868,WD,Abnorml,178000
1247,8125,Pave,AllPub,Inside,Somerst,2Story,2005,Gable,1553,New,Partial,186500
1248,12328,Pave,AllPub,Inside,Mitchel,SLvl,1976,Gable,1034,WD,Normal,169900
1249,9600,Pave,AllPub,Inside,OldTown,2.5Unf,1917,Gable,2058,WD,Normal,129500
1250,7200,Pave,AllPub,Inside,NAmes,1Story,1950,Gable,988,WD,Normal,119000
1251,11160,Pave,AllPub,Corner,NAmes,1Story,1968,Hip,2110,WD,Normal,244000
1252,3136,Pave,AllPub,Corner,NridgHt,1Story,2003,Gable,1405,WD,Normal,171750
1253,9858,Pave,AllPub,Inside,Mitchel,1Story,1968,Gable,874,WD,Normal,130000
1254,17542,Pave,AllPub,Inside,Veenker,2Story,1974,Gable,2167,WD,Normal,294000
1255,6931,Pave,AllPub,Inside,Edwards,2Story,2003,Gable,1656,WD,Normal,165400
1256,6240,Pave,AllPub,Inside,BrkSide,1.5Fin,1931,Gable,1367,WD,Normal,127500
1257,14303,Pave,AllPub,Corner,NoRidge,1Story,1994,Hip,1987,WD,Normal,301500
1258,4060,Pave,AllPub,Corner,Edwards,1Story,1922,Gable,864,WD,Normal,99900
1259,9587,Pave,AllPub,Inside,Gilbert,SLvl,2005,Gable,1166,WD,Normal,190000
1260,9750,Pave,AllPub,FR2,NAmes,1Story,1969,Gable,1054,WD,Normal,151000
1261,24682,Pave,AllPub,CulDSac,Gilbert,2Story,1999,Gable,1675,WD,Normal,181000
1262,9600,Pave,AllPub,Inside,NAmes,1Story,1956,Hip,1050,WD,Normal,128900
1263,11250,Pave,AllPub,Inside,ClearCr,1.5Fin,1957,Gable,1788,WD,Normal,161500
1264,13515,Pave,AllPub,Inside,BrkSide,2Story,1919,Gambrel,1824,WD,Normal,180500
1265,4060,Pave,AllPub,Inside,NAmes,1Story,1998,Gable,1337,COD,Abnorml,181000
1267,10120,Pave,AllPub,Inside,OldTown,2.5Unf,1910,Hip,1889,WD,Normal,122000
1268,13214,Pave,AllPub,Inside,Timber,1Story,2008,Hip,2018,WD,Normal,378500
1269,14100,Pave,AllPub,Inside,Crawfor,1.5Fin,1935,Gable,3447,WD,Normal,381000
1270,11344,Pave,AllPub,Inside,NAmes,1.5Fin,1958,Gable,1524,WD,Normal,144000
1271,23595,Pave,AllPub,Inside,ClearCr,1Story,1979,Shed,1524,WD,Normal,260000
1272,9156,Pave,AllPub,Inside,NWAmes,1Story,1968,Hip,1489,WD,Normal,185750
1274,11512,Pave,AllPub,Corner,Edwards,SLvl,1959,Gable,1357,WD,Normal,177000
1275,5362,Pave,AllPub,Corner,Crawfor,1.5Fin,1910,Gable,1250,WD,Normal,139000
1276,11345,Pave,AllPub,Corner,NAmes,2Story,1948,Gable,1920,WD,Normal,137000
1280,7500,Pave,AllPub,Inside,IDOTRR,1.5Fin,1920,Gable,1128,COD,Abnorml,68400
1281,9808,Pave,AllPub,Inside,CollgCr,1Story,2002,Gable,1573,WD,Normal,227000
1282,8049,Pave,AllPub,CulDSac,Timber,1Story,1990,Hip,1339,WD,Normal,180000
1283,8800,Pave,AllPub,Inside,CollgCr,1Story,1977,Gable,1040,WD,Normal,150500
1284,9400,Pave,AllPub,Corner,Mitchel,2Story,1971,Mansard,1824,WD,Normal,139000
1285,9638,Pave,AllPub,Inside,SWISU,1.5Fin,1919,Gable,2447,WD,Normal,169000
1287,9790,Pave,AllPub,Inside,NWAmes,1Story,1963,Hip,1328,WD,Normal,143000
1288,36500,Pave,AllPub,Inside,ClearCr,1Story,1964,Gable,1582,WD,Normal,190000
1290,11065,Pave,AllPub,Inside,NridgHt,2Story,2006,Gable,1970,New,Partial,281000
1291,14112,Pave,AllPub,Corner,NAmes,SLvl,1964,Hip,1152,WD,Normal,180500
1293,6600,Pave,AllPub,Corner,OldTown,2Story,1892,Gable,2372,WD,Normal,107500
1295,8172,Pave,AllPub,Inside,Edwards,1Story,1955,Hip,864,WD,Normal,115000
1296,8400,Pave,AllPub,Inside,NAmes,1Story,1968,Hip,1052,WD,Normal,138500
1298,3675,Pave,AllPub,Inside,Edwards,SFoyer,2005,Gable,1072,New,Partial,140000
1299,63887,Pave,AllPub,Corner,Edwards,2Story,2008,Hip,5642,New,Partial,160000
1302,7500,Pave,AllPub,Inside,Crawfor,2Story,1942,Gable,1494,WD,Normal,177500
1304,8688,Pave,AllPub,Inside,Somerst,1Story,2005,Gable,1616,WD,Normal,232000
1305,3363,Pave,AllPub,Inside,Edwards,2Story,2004,Gable,1708,WD,Normal,130000
1307,6955,Pave,AllPub,Inside,NridgHt,1Story,2005,Gable,1368,New,Partial,202500
1308,8072,Pave,AllPub,Inside,CollgCr,1Story,1994,Gable,990,WD,Normal,138000
1309,12000,Pave,AllPub,Inside,OldTown,1Story,1948,Gable,1122,WD,Normal,147000
1310,7153,Pave,AllPub,Inside,SawyerW,1Story,1991,Gable,1294,WD,Normal,179200
1311,17500,Pave,AllPub,Inside,Crawfor,1Story,1959,Gable,1902,WD,Normal,335000
1312,8814,Pave,AllPub,Inside,CollgCr,1Story,2005,Gable,1274,New,Partial,203000
1313,9572,Pave,AllPub,Inside,NoRidge,2Story,1990,Gable,2810,WD,Normal,302000
1315,8190,Pave,AllPub,Inside,Edwards,1Story,1954,Hip,948,WD,Normal,119000
1317,10226,Pave,AllPub,Inside,CollgCr,1Story,2008,Gable,1630,WD,Normal,295493
1318,4230,Pave,AllPub,Corner,Somerst,1Story,2006,Gable,1352,New,Partial,208900
1320,10215,Pave,AllPub,Inside,Edwards,1Story,1954,Hip,948,WD,Normal,111000
1324,5330,Pave,AllPub,Inside,BrkSide,1Story,1940,Hip,708,WD,Normal,82500
1326,3636,Pave,AllPub,Inside,IDOTRR,1Story,1922,Gable,796,WD,Normal,55000
1327,4270,Pave,AllPub,Inside,Edwards,1Story,1931,Gable,774,WD,Normal,79000
1328,6600,Pave,AllPub,Inside,Mitchel,1Story,1982,Gable,816,WD,Normal,130500
1331,10000,Pave,AllPub,Inside,Somerst,1Story,2006,Hip,1588,WD,Normal,227000
1332,10780,Pave,AllPub,Inside,CollgCr,SLvl,1976,Gable,954,WD,Normal,132500
1334,7200,Pave,AllPub,Corner,IDOTRR,1.5Fin,1938,Gable,1360,WD,Normal,125500
1337,9246,Pave,AllPub,Inside,NWAmes,1Story,1973,Gable,1656,WD,Normal,135000
1338,4118,Pave,AllPub,Corner,OldTown,1Story,1941,Gable,693,WD,Normal,52500
1339,13450,Pave,AllPub,Corner,CollgCr,2Story,2002,Gable,1861,WD,Normal,200000
1340,9560,Pave,AllPub,Corner,CollgCr,1Story,1972,Hip,864,WD,Normal,128500
1342,13695,Pave,AllPub,Inside,SawyerW,1Story,2003,Gable,1114,WD,Normal,155000
1343,9375,Pave,AllPub,Inside,CollgCr,2Story,2002,Gable,2169,WD,Normal,228500
1346,6000,Pave,AllPub,Inside,OldTown,1Story,1920,Hip,960,WD,Normal,108500
1347,20781,Pave,AllPub,CulDSac,NWAmes,1Story,1968,Hip,2156,WD,Normal,262500
1350,5250,Pave,AllPub,Inside,OldTown,2Story,1872,Gable,2358,WD,Normal,122000
1351,11643,Pave,AllPub,Inside,NAmes,2Story,1969,Gable,2634,WD,Normal,200000
1353,6000,Pave,AllPub,Inside,BrkSide,1.5Fin,1937,Gable,1176,WD,Normal,134900
1355,10316,Pave,AllPub,Inside,CollgCr,2Story,2000,Gable,1865,WD,Normal,235000
1356,10192,Pave,AllPub,Inside,NWAmes,SLvl,1968,Gable,1920,WD,Normal,170000
1357,9477,Pave,AllPub,Corner,NAmes,1Story,1966,Gable,892,WD,Normal,110000
1358,12537,Pave,AllPub,CulDSac,NAmes,1Story,1971,Gable,1078,WD,Normal,149900
1359,2117,Pave,AllPub,Inside,Somerst,2Story,2000,Gable,1573,WD,Normal,177500
1361,9842,Pave,AllPub,Inside,SWISU,2Story,1921,Gable,2601,WD,Normal,189000
1362,16158,Pave,AllPub,Inside,StoneBr,1Story,2005,Hip,1530,WD,Normal,260000
1366,7500,Pave,AllPub,Inside,Somerst,2Story,2000,Gable,1674,WD,Normal,216000
1367,9179,Pave,AllPub,Inside,CollgCr,2Story,1999,Gable,1790,WD,Abnorml,193000
1368,2665,Pave,AllPub,Inside,MeadowV,2Story,1977,Gable,1475,WD,Normal,127000
1369,4435,Pave,AllPub,Inside,CollgCr,1Story,2003,Gable,848,WD,Normal,144000
1371,5400,Pave,AllPub,Corner,OldTown,1.5Fin,1920,Gable,1374,WD,Normal,105000
1372,9600,Pave,AllPub,Inside,NAmes,SLvl,1955,Hip,1661,WD,Normal,165500
1373,9750,Pave,AllPub,Corner,CollgCr,2Story,1998,Gable,2097,WD,Normal,274300
1374,11400,Pave,AllPub,Inside,NoRidge,1Story,2001,Hip,2633,WD,Normal,466500
1375,10625,Pave,AllPub,Inside,Somerst,2Story,2005,Gable,1958,WD,Normal,250000
1376,10991,Pave,AllPub,Inside,Timber,1Story,2007,Gable,1571,New,Partial,239000
1377,6292,Pave,AllPub,Inside,SWISU,1Story,1930,Gable,790,WD,Normal,91000
1379,1953,Pave,AllPub,Inside,BrDale,2Story,1973,Gable,987,WD,Normal,83000
1381,8212,Pave,AllPub,Inside,Edwards,1Story,1914,Gable,864,WD,Normal,58500
1382,12925,Pave,AllPub,Corner,NAmes,1Story,1970,Gable,2117,WD,Normal,237500
1385,9060,Pave,AllPub,Inside,Edwards,1.5Fin,1939,Gable,1258,WD,Normal,105000
1386,5436,Pave,AllPub,Inside,IDOTRR,1.5Fin,1922,Gable,1154,WD,Normal,125500
1387,16692,Pave,AllPub,Inside,NWAmes,2Story,1978,Gable,2784,WD,Normal,250000
1389,14892,Pave,AllPub,CulDSac,Gilbert,1Story,2006,Gable,1746,WD,Normal,377500
1391,9100,Pave,AllPub,Inside,CollgCr,1Story,2000,Gable,1525,WD,Normal,235000
1394,10800,Pave,AllPub,Inside,OldTown,1.5Fin,1905,Gable,1912,WD,Normal,163000
1396,12665,Pave,AllPub,Inside,Timber,2Story,2005,Hip,2482,WD,Normal,281213
1397,57200,Pave,AllPub,Inside,Timber,1Story,1948,Gable,1687,WD,Normal,160000
1398,6120,Pave,AllPub,Inside,BrkSide,2Story,1920,Gable,1513,WD,Normal,137500
1401,6000,Pave,AllPub,Corner,BrkSide,1.5Fin,1929,Gable,1158,WD,Normal,120000
1402,7415,Pave,AllPub,Inside,Gilbert,2Story,2004,Gable,1593,WD,Normal,193000
1403,6762,Pave,AllPub,Inside,CollgCr,1Story,2006,Gable,1294,New,Partial,193879
1405,10410,Pave,AllPub,Corner,OldTown,1.5Fin,1915,Gable,1214,WD,Family,105000
1406,3842,Pave,AllPub,Inside,Crawfor,1Story,2004,Hip,1646,WD,Normal,275000
1407,8445,Pave,AllPub,Corner,CollgCr,SFoyer,1972,Gable,768,WD,Normal,133000
1408,8780,Pave,AllPub,Corner,Mitchel,1Story,1985,Gable,833,WD,Normal,112000
1409,7740,Pave,AllPub,Inside,OldTown,2Story,1910,Gable,1363,WD,Normal,125500
1410,20544,Pave,AllPub,CulDSac,NWAmes,2Story,1986,Gable,2093,WD,Normal,215000
1411,12420,Pave,AllPub,Inside,CollgCr,2Story,2001,Gable,1840,WD,Normal,230000
1412,9600,Pave,AllPub,Inside,NAmes,1.5Fin,1950,Gable,1668,WD,Normal,140000
1413,7200,Pave,AllPub,Inside,NAmes,1Story,1949,Gable,1040,WD,Normal,90000
1414,10994,Pave,AllPub,Corner,SawyerW,1Story,2005,Gable,1844,COD,Abnorml,257000
1415,13053,Pave,AllPub,Inside,BrkSide,1.5Fin,1923,Gambrel,1848,WD,Normal,207000
1416,3635,Pave,AllPub,Inside,Blmngtn,1Story,2007,Hip,1569,WD,Normal,175900
1417,11340,Pave,AllPub,Inside,OldTown,2Story,1885,Gable,2290,WD,Normal,122500
1418,16545,Pave,AllPub,Inside,NoRidge,2Story,1998,Gable,2450,WD,Normal,340000
1421,11700,Pave,AllPub,Corner,NWAmes,2Story,1968,Gable,1416,WD,Normal,179900
1423,4435,Pave,AllPub,Inside,CollgCr,1Story,2003,Gable,848,WD,Normal,136500
1425,9503,Pave,AllPub,Inside,NAmes,1Story,1958,Hip,1344,WD,Normal,144000
1426,10721,Pave,AllPub,Inside,NAmes,1Story,1959,Hip,1252,WD,Normal,142000
1428,10930,Pave,AllPub,Inside,NAmes,1.5Fin,1945,Gable,1558,WD,Normal,140000
1429,7200,Pave,AllPub,Corner,OldTown,1Story,1940,Gable,804,WD,Abnorml,119000
1430,12546,Pave,AllPub,Corner,NWAmes,1Story,1981,Gable,1440,WD,Normal,182900
1431,21930,Pave,AllPub,Inside,Gilbert,2Story,2005,Gable,1838,WD,Normal,192140
1432,4928,Pave,AllPub,Inside,NPkVill,1Story,1976,Gable,958,WD,Normal,143750
1433,10800,Pave,AllPub,Inside,OldTown,1Story,1927,Gable,968,WD,Normal,64500
1436,8400,Pave,AllPub,Inside,NAmes,1Story,1962,Gable,1537,COD,Abnorml,174000
1442,4426,Pave,AllPub,Inside,CollgCr,1Story,2004,Gable,848,WD,Normal,149300
1444,8854,Pave,AllPub,Inside,BrkSide,1.5Unf,1916,Gable,952,WD,Normal,121000
1445,8500,Pave,AllPub,FR2,CollgCr,1Story,2004,Gable,1422,WD,Normal,179600
1447,26142,Pave,AllPub,CulDSac,Mitchel,1Story,1962,Gable,1188,WD,Normal,157900
1449,11767,Pave,AllPub,Inside,Edwards,2Story,1910,Gable,1346,WD,Normal,112000
1450,1533,Pave,AllPub,Inside,MeadowV,SFoyer,1970,Gable,630,WD,Abnorml,92000
1452,9262,Pave,AllPub,Inside,Somerst,1Story,2008,Gable,1578,New,Partial,287090
1453,3675,Pave,AllPub,Inside,Edwards,SLvl,2005,Gable,1072,WD,Normal,145000
1454,17217,Pave,AllPub,Inside,Mitchel,1Story,2006,Gable,1140,WD,Abnorml,84500
1456,7917,Pave,AllPub,Inside,Gilbert,2Story,1999,Gable,1647,WD,Normal,175000
1457,13175,Pave,AllPub,Inside,NWAmes,1Story,1978,Gable,2073,WD,Normal,210000
1458,9042,Pave,AllPub,Inside,Crawfor,2Story,1941,Gable,2340,WD,Normal,266500
1460,9937,Pave,AllPub,Inside,Edwards,1Story,1965,Gable,1256,WD,Normal,147500
